symbol,price,size,time
PVH,55.12,80,1657828796819
XPON,2.17,100,1657826554205
AFC,25.33,20,1616506872091
LBRT,11.29,80,1657828790415
WSBC,29.51,1,1657832117337
CBON,23.23,37,1657733911932
BSN=,10.19,100,1639169851772
MDLX,1.88,99,1625255459901
PDLB,9.175,29,1657742328930
HERD,30.69,100,1657560364236
NCPL,2.86,100,1657828632111
PBYI,3.185,95,1657828798074
EDUT,6.4,2,1657655722809
OSB,43.21,1,1611953981447
HNNA,9.55,1,1657739397661
PEPL,9.86,300,1657287001377
FDUSL,25.3,50,1610722843468
PANL,4.39,100,1657828766855
HCAC,19.98,27,1608586438843
CROC,44.76,100,1649265471592
IPVA+,0.1432,100,1657655664761
HY,31.82,2,1657828791559
LFT-A,23.5,1,1657728106999
OCCIN,22.9,100,1656532191647
BATL,8.01,62,1657825268764
ALSAU,10.09,100,1657806023608
VMCAU,10.05,500,1657805989784
JAAA,48.93,100,1657824902994
TFIV,23.56,100,1634154951758
ACKIU,10.35,100,1657639278442
OFSSL,25.16,200,1614362911199
CCXI,22.69,31,1657828796819
GWAC,10.48,100,1630094359327
PHAT,9.45,100,1657828799469
NEWP,2.5,26,1657831574632
SOHOO,19.92,100,1657308682994
NBACR,1.39,100,1616179766472
RBAC+,0.0354,100,1657654827529
ANZUU,9.82,25,1657825227710
SZZLU,10.04,10,1654113596157
FOREW,1.2,700,1638474594689
HUSN,1.56,99,1653491068468
PLND,17.245,1,1554393183247
GLBLU,9.99,25,1657825058413
VNCE,7.26,1,1657828786761
GBLIZ,25.0,100,1597069555296
CLVRW,0.2307,300,1657820711333
TMBR,0.295,1,1657813314335
RUN,25.16,3,1657828798057
YMLP,17.26,84,1574798358047
CHPM,10.18,150,1650657599002
DTM,47.62,32,1657828798011
HDSN,7.56,1,1657828795238
CPARW,0.19,50,1656437788473
STL,26.27,100,1643662799822
PLG,1.27,100,1657828449136
EIO,11.77,22,1547650222388
ICLR,204.79,1,1657828796654
PDAC,11.215,2,1628625352670
WDNA,17.31,100,1656441620578
CGO,10.85,100,1657823745171
EZFL,0.64,100,1657644925651
CARR,35.61,20,1657828798136
MOTNW,3.11,500,1636134636453
CWEN,34.71,100,1657828798077
HAIAW,0.18,200,1657729034430
SOLR,25.935,6,1657559146014
YTEN,2.61,9,1657828793167
GRNVU,18.16,1,1628881072434
IQDY,22.19,34,1657810965812
PSB-V*,25.3,160,1575579477210
VFF,3.04,62,1657828788476
CDEV,5.33,16,1657828795756
MHE,13.885,75,1617992934723
BYTE,12.32,1,1657298212400
BSEA,19.79,1,1656683404437
NAK,0.2678,100,1657825743546
TGE,22.38,2000,1587067357925
PAY,13.015,100,1657828673989
IDSA,1.13,47,1577205660518
EGBN,45.82,30,1657828798083
GDP,22.985,15,1640206765992
EMAG,20.18,47,1633959540809
GIK=,9.78,2,1619016897251
PANW,489.67,2,1657828796590
ARBG,9.89,100,1657809008119
GBDC,13.5,100,1657828787905
IVCB,9.99,400,1657567675380
BCSA,9.97,1,1657220255749
LGI,15.02,24,1657828796967
AMOM,23.98,3,1657810166399
FTIV,13.26,100,1624564769282
SE,67.81,68,1657828796157
EGOV,33.99,1,1618949538575
MVP,12.3,1,1649176392779
LJAQW,0.054,100,1657051125873
HDGE,31.04,90,1657828785136
MSGN,14.155,16,1625774393678
DURA,29.68,100,1657824156099
BSA,25.28,11,1642010860070
VTIP,49.315,200,1657828791093
EUSA,69.79,114,1657813269157
ORBK,65.815,200,1550609998949
WBII,21.3,52,1657568709492
CENTA,40.43,12,1657828795154
MTL,2.26,100,1645820812199
CCV,9.84,5,1657828774445
ANAC+,0.12,700,1656438928498
QEP,4.09,900,1615924798539
RETL,7.73,400,1657828795001
NUM,15.13,8,1612200626124
ARNA,99.99,100,1646945999533
BUFD,19.54,100,1657827195693
MMSC,13.98,96,1656613984077
MMIN,24.56,100,1657828794342
HOFV,0.65,100,1657828493704
GERM,24.43,25,1657807344573
DRAD,4.22,284,1609449079066
TOACU,10.125,2,1655236765173
ACEVW,0.09,2300,1657738224284
LOCC,9.68,200,1657825528868
GHG,3.87,100,1657810905615
SPGP,79.71,100,1657822811315
SFBS,76.66,3,1657828794616
TILE,12.93,2,1657828796628
CGNX,44.16,100,1657828799297
WY,34.36,100,1657828799186
EXAS,46.04,19,1657828796433
REE,1.185,89,1657828501229
ENJ,24.14,100,1657815107690
VTIQ,9.81,2,1657649697782
PERI,18.12,100,1657828790130
ROMO,25.63,19,1657805727270
AAQC+,0.13,100,1657125928418
BMY,74.02,100,1657828798689
NK,32.45,1,1615323591973
DRIP,26.915,13,1657828513428
ELTK,3.81,100,1657816964349
PMGMW,0.09,100,1657738607876
SXI,80.05,8,1657828795081
HDEF,19.8,100,1657822128055
IPOD+,0.33,100,1657298279830
QDF,50.59,186,1657828785712
TNK,17.12,7,1657828798076
RCHGU,10.02,62,1657634501399
SBFG,16.99,77,1657223499957
IBET,9.2,19,1653422398142
ANTM,482.34,1,1656359998016
VIOV,150.66,100,1657824421098
GDSTU,10.1,400,1657047224949
DFNL,25.59,100,1656600589345
LGOV,23.99,100,1657828783829
BMA,10.11,30,1657828795285
MUX,0.363,100,1657828740398
TDAC,15.05,7,1635537596651
IWS,100.72,443,1657828792286
PLCE,40.19,4,1657828796653
CZFS,69.3,100,1656516732206
BAC,30.125,106,1657828795963
SNPR=,9.24,100,1629834612385
PVT=,10.47,100,1576080213217
DCRD,9.92,700,1657654167308
GEEX,10.04,2,1657723733567
NFNT,9.87,100,1657828741769
IYH,267.11,93,1657828792024
CLAYW,0.0525,100,1657639349164
NEE-K,25.07,7,1640112272462
JKE,291.96,69,1616006642298
QDEF,49.99,300,1657828415834
CARA,9.2,9,1657828795395
OMF,37.89,5,1657828798299
MKC.V,82.69,86,1657223648651
DTN,101.33,80,1642180283040
DGL,48.24,121,1657812916582
GGO-A,40.38,100,1628009285443
ACAMW,2.73,100,1611262779598
GGGVU,10.28,100,1651604677867
ONE,1.49,100,1650981389283
ALSA,9.95,10,1657828770374
CAS,10.09,182,1654013679310
LOKB,13.22,100,1634668974327
VST,21.8,3,1657831181413
EXN,0.48,67,1656351889903
MTAC,9.86,4503,1657220170789
VUZI,6.9,6,1657828795234
LOCO,9.37,100,1657828797069
MYD,11.39,40,1657828796572
YOU,19.67,26,1657828796287
ATIP,1.6,10,1657831855613
MRC,9.995,2,1657828785327
LU,5.09,60,1657828965262
CRZO,7.875,46,1576875596401
BYN+,0.11,900,1656700868804
TTEK,134.8,164,1657828798130
SBFMW,0.83,100,1657736005431
FBCG,22.16,82,1657828765925
EWD,30.07,41,1657828756216
HYHG,57.44,100,1657569044722
DAOOU,9.98,2,1657722711903
RDS.A,51.05,33,1643403599994
EPIX,2.98,34,1657828795609
TECB,28.48,100,1657825970032
AHPAU,10.18,200,1657299525344
AQNU,43.7,44,1657828702606
IBKC,43.07,200,1593633598236
EQH-C,19.12,42,1657640626320
FATH,3.83,1,1657828757620
FMTX,8.72,8,1657828796647
ACAM,12.25,1000,1611262794374
ALPAU,9.72,100,1656619181341
DFHY,21.6,82,1657827338248
EMD,8.47,100,1657828791655
SHYD,22.725,60,1657828730227
FTIIW,0.0999,100,1654199912402
TSI,4.8,200,1657828484197
KEG,0.2652,100,1574888243879
LSAQ,8.5,100,1633539560100
QMAR,19.99,77,1657307397654
FITE,42.63,1,1657812374351
AIMBU,9.82,200,1657045267390
PNTM+,0.135,100,1657298279827
CNYA,36.27,2,1657828795032
TBSA,9.78,100,1657806534397
SPRT,12.09,10,1631651513149
ELMS,0.198,100,1655927864883
CNX,16.955,100,1657828795999
ESGC,3.04,15,1654286389273
VV,172.61,9,1657828752048
HPI,17.04,100,1657824512347
VOO,347.22,100,1657828793306
DHHC,9.85,100,1657310256503
HIIQ,27.6,133,1583441972253
SUAC=,10.02,300,1648572684495
ALE,57.41,5,1657832323845
AEL-B,24.305,32,1657808316807
GWW,456.33,21,1657828791136
EQX,3.93,74,1657828796620
SONG,1.205,100,1588276250928
ONLN,32.15,1,1657829170546
SDEF,17.46,100,1657824404933
GHVIW,5.54,100,1626981750055
LSBK,14.67,2,1657114442014
RXRAU,9.8,100,1657811569877
MOV,31.55,1,1657828795066
CHIX,12.37,1000,1657813132497
CRH,34.305,1,1657828786476
EMF,11.79,89,1657826696628
CFVIU,10.33,166,1656336857264
KCGI,9.93,10,1657739171312
THRN,4.47,1,1657828795160
RWGE=,10.36,100,1576086147966
AREC,1.46,100,1657828794139
CMTL,9.39,1,1657828795946
DGBP,24.88,200,1603895453524
CPTN,1.525,5,1657828713238
IEFA,56.91,100,1657828790179
TTMI,11.835,100,1657828797316
PACK+,1.95,100,1599074647376
AFGD,23.38,60,1656689102381
IJT,104.86,100,1657825823757
TRMR,9.05,6,1657828798016
NGD,0.7469,3100,1657828665756
PBAX,10.03,400,1657569555131
CPSR+,0.445,100,1642084814528
GEX,64.36,10,1561568961470
PIPP,9.89,30,1657827005941
O,68.45,200,1657828798025
FRC-G,25.35,2,1616525225647
XHYI,36.955,20,1652990395038
CSTA+,0.11,400,1656433366854
FVAM,9.915,20,1657051114006
PHM,43.795,100,1657828797810
MRAI,0.9517,12,1657809354158
GIS,74.71,100,1657828797015
MWK,23.72,5,1619726397637
ENT,1.905,537,1596484753645
FMIL,26.79,136,1656619185876
LTM,3.245,300,1591732789929
BV,11.88,200,1657828795705
SBEV,3.12,150,1657830535352
LEGH,12.54,1,1657828651419
MSON,26.465,96,1635451199092
APTM,9.695,3,1657310344116
RCFA=,10.14,100,1649432717364
EOCW=,9.86,1000,1657202412457
IFGL,21.79,300,1657828787513
SBNA,24.99,200,1588621881301
PPSC,30.59,100,1599230357005
ACP^,0.2211,100,1623784873115
RLYB,8.41,73,1657828793169
PCPL,10.965,400,1612472395809
MVO,10.67,44,1657828644191
NXN,11.92,100,1657291312756
NMK-B,85.6,10,1657824022373
ETV,14.405,161,1657827030264
EVGRW,0.07,100,1654873302210
STIC,11.17,50,1622577594248
MORL,0.2468,300,1585079911879
LIII=,10.07,100,1633030413841
MXC,15.83,10,1657818156962
PRAH,165.3,57,1625083196832
FTXL,53.38,100,1657729463633
TRIP,17.21,100,1657828799713
ISLEW,0.025,100,1657725856962
HGLB,9.56,100,1657811692404
ERO,8.43,10,1657828717872
GIGB,46.44,2,1657742370080
OSCV,29.11,338,1657739083398
BETZ,13.78,400,1657828799109
PSCJ,19.94,91,1654522710115
IBDW,20.94,100,1657825712886
RWT,7.73,42,1657828798083
SDAG,25.75,100,1567092429703
ENFAW,1.02,300,1638564952415
ACEL+,2.4,100,1594843165863
JEMD,6.37,100,1657306681926
TOTAR,1.005,100,1609358552441
EMBK,0.4051,100,1657828740599
ETW,8.42,1,1657827793337
WLMS,1.25,100,1657729967536
JRS,9.19,100,1657819330824
ARGX,360.39,100,1657828795290
RYAN,38.66,100,1657828793309
SITO,0.169,130,1583783949929
PAX,12.73,25,1657828798076
GRNB,23.555,19,1657556122725
SVAL,26.35,100,1657825996182
NFC=,11.17,100,1575922849834
PDSB,4.15,100,1657828701310
WRLS,2.495,100,1586289269168
BLND,2.655,4,1657828796888
CKPT,1.11,39,1657828796143
BTMD,4.78,2,1657828785676
CMCM,0.7337,1,1657741428616
ISDR,24.39,100,1657826340423
FLIY,19.13,40,1657137545200
FFIEW,0.9975,300,1657814746371
FSRXW,0.17,100,1655918000109
PIXY,0.2579,23,1657828787611
BXC,71.12,62,1657828797902
TWO,4.715,39,1657828796148
EUCG,19.46,100,1652382950186
INSM,23.22,100,1657828799837
SPNS,24.41,100,1657828792663
GFNSZ,28.74,100,1623354358971
SCE-B,23.2,100,1598461628383
CLVS,2.26,2974,1657828783724
FPXE,18.6,40,1657805401246
CLX,147.51,9,1657828798078
EMCF,34.0,100,1657548688372
FICO,419.5,97,1657828795349
LATN,9.36,100,1632944464241
BC-A,25.45,95,1657566491146
PNNTG,25.05,24,1634844052949
BDL,28.0,90,1657813522688
CHMI,6.54,1,1657828753986
DAKT,3.23,200,1657828783010
UMAY,26.35,300,1657562959917
FXR,47.96,300,1657828790922
HDMV,27.58,1,1657655032173
CATB,8.55,2,1631131177378
NTNX,14.04,5,1657829693123
LFMDP,13.09,99,1657741586204
SB,3.24,68,1657828794024
MUNI,52.03,100,1657823395475
ANDAU,14.92,1,1617976856140
BBLN,0.9722,800,1657828705887
CLAQ,10.11,1400,1657720600937
XDJL,22.55,100,1656697723810
DIN,67.99,10,1657830403600
SPFI,23.02,12,1657828790108
BPYPM,19.99,25,1657648801733
WNW,0.68,100,1657309848574
NML,5.96,19,1657828792258
MLND,1.07,189,1624651063215
VCXB=,10.08,200,1654715431386
QDIV,29.27,117,1657816345406
HCDI,1.39,14,1657725663778
LCTX,1.575,10,1657828785591
XKFF,30.275,4,1553867018980
USB,44.21,300,1657828798801
LOV,3.47,200,1657742396935
NDMO,11.43,100,1657828612549
MBII,0.8011,100,1657655980546
UIVM,40.04,100,1657308573466
NVLN,0.6636,100,1570564790884
GRCYW,0.04,400,1656596840251
MACQ,9.67,9,1640206514150
STMP,329.66,100,1633377597082
MNSO,6.57,111,1657828791762
ATLCP,23.29,2,1657549447663
PSTH,20.135,410,1657828795058
PEGRW,0.18,100,1656521797047
BVH,23.79,2,1657828785826
BIP-B,18.93,100,1657654174892
TPGS,9.96,500,1638824242910
CCC=,12.21,100,1550781762223
EWBC,63.87,91,1657828797851
MEDP,147.98,14,1657828798061
ISD,12.13,1,1657828795311
HZAC=,10.33,100,1628524848195
SVXY,49.38,100,1657828795032
BPOPN,25.2,10,1635536546452
CVII+,0.2305,100,1657808562081
AUBN,26.25,100,1657815888974
TNP,9.34,200,1657828696352
ATH-D,18.92,100,1657723344901
USIO,2.13,100,1657828790206
GPAQW,1.85,100,1593631314674
LTSK,21.01,161,1583354341962
CLOEU,10.2,200,1654629355592
CBRG,9.96,1,1655993068376
ZBIO,10.09,100,1585339085970
CERT,21.04,99,1657828798199
APC,72.92,100,1565295532562
TRTN-D,23.9,13,1657721889195
SWBK=,9.78,100,1635969478841
KVSB,11.12,208,1636142371482
CCV=,9.91,200,1656616257770
RGP,19.41,25,1657828798242
BSKYW,0.161,100,1657309691371
OWNS,17.95,26,1657655631770
SGB,17.0,100,1584720403933
QTEK,1.325,15,1657828771391
REVE,10.13,100,1655230739194
HLNE,64.66,100,1657828792887
DISV,20.06,1000,1657828797003
CRNC,23.99,81,1657828797826
PHUN,1.27,200,1657828582381
NVACR,0.1,900,1656513029803
MYMD,4.005,62,1657828740521
EUDG,25.67,99,1657736979437
NRC,36.15,2,1657828795411
CHY,11.385,111,1657828730110
BGSF,11.9,1,1657828790385
SOJA,25.015,10,1602790663007
CASA,3.975,24,1657828788976
CNAT,0.5565,100,1590518135895
MNTN,9.98,100,1657546861232
BYND,29.91,3,1657828795331
KBWD,16.43,5,1657827913051
AFB,11.74,6,1657828203030
BLL,69.49,72,1652126397219
THCA,10.35,100,1657726054635
AUS=,9.8,100,1656612339698
DSACW,0.7225,1000,1657730256828
VTAQ,10.13,100,1657738730581
AFINP,26.58,100,1644526494450
RIGS,22.88,61,1657730536094
JAX,13.995,1,1632945593488
WBT,23.925,100,1657828793766
GBUY,24.595,1,1657654202479
MARB,19.95,40,1657647384058
BIB,51.9,1,1657828165541
VRMEW,0.66,100,1656099974291
WHLRD,13.04,49,1657307084627
LANDO,26.21,100,1657814309453
LEAP+,0.21,120,1657048637465
BOLT,2.485,300,1657827045359
SPWH,9.87,100,1657828795010
ESNC,0.1002,1600,1552334000621
TARS,14.53,1,1657828799121
CFG,34.92,83,1657828798004
ACVF,29.205,2,1657300869357
PEPLW,0.2999,100,1655317304159
BCD,34.37,31,1657828608733
IQLT,29.93,180,1657828779146
STG,5.25,49,1657050908932
PAACU,9.94,5,1592250765712
QQQN,22.83,100,1657809957484
VXXB,27.03,300,1556743635229
VBR,148.32,100,1657828791053
FMAG,18.93,100,1657732261468
AQ,13.24,100,1568836787534
EFF,16.48,72,1624041181955
CCK,87.34,35,1657828796524
MRLN,23.49,54,1642625998229
YPS,23.2,5,1650288600328
CLOVW,1.95,200,1629748722763
AI-C,18.895,100,1603301373583
VMACU,13.02,1,1643224864126
LEXX,2.83,100,1657822241989
ALTG,9.71,8,1657828795419
SCOBW,0.1894,100,1657655236696
FTAA,9.81,144,1657569564291
MSTB,25.075,54,1657655985835
SISI,1.33,100,1657828790798
FTVIW,0.11,700,1656013930969
TROV,1.19,100,1588881567692
MREO,1.53,200,1657828707004
AGNCM,20.19,100,1657828193599
BNED,2.645,96,1657828787984
BUFG,17.735,23,1657828774548
QH,0.395,100,1657205453163
AES,21.07,2,1657832082254
COFS,20.26,100,1657734011363
VIS,159.57,100,1657815007793
MNK,0.7502,85,1602273593542
SKYA,9.75,186,1657562961775
CNACU,11.43,35,1552921832520
HARP,2.5,100,1657828792561
UPS,178.28,1,1657828798371
PARAA,27.08,1,1657828795740
GNTY,34.99,1,1657828774221
FLCH,20.63,100,1657826470489
IID,5.57,369,1617210102008
GNAF,12.78,100,1639686148708
BPYU,18.52,100,1627329595146
BEN,24.31,47,1657828797376
PSCM,57.8,12,1655473777561
DLR-G,25.05,72,1602531108016
ADT,6.585,40,1657828763449
DFRG,7.99,1700,1569357526261
GES,16.99,4,1657828787165
THFF,43.14,1,1657828796861
IHRT,6.45,4,1657828796948
EQR,70.03,66,1657828796800
MTB,150.62,1,1657828795211
BVXV,1.28,100,1657719008089
MGRD,17.58,1,1657561762817
AVNS,26.34,10,1657828737003
IPOB+,12.05,85,1608302378730
ACLS,54.58,26,1657828798136
REFI,14.23,100,1657828794109
LAZRW,10.66,30,1614968441373
MLACW,0.05,100,1656445838171
BOND,94.985,177,1657826340561
IWC,106.06,1,1657828791970
CND+,1.05,100,1657823224361
DVEM,25.63,700,1584127439966
OTRKP,2.71,100,1657737472323
MLPY,4.52,100,1622140111975
PUCKW,0.08,200,1657817492737
YETI,44.51,1,1657831451413
TRTY,25.37,100,1657200648512
IIIIW,0.08,100,1656699360505
LOUP,29.33,4,1657827435846
STRY,2.885,34,1657828793485
ADMA,2.21,579,1657828815782
JHME,26.42,77,1657813480479
FLYD,25.75,1,1657817783678
AVGO,484.46,1,1657828799887
TEKK,9.91,200,1657136115271
FLYT,49.05,1,1641844726153
BLEUW,0.11,100,1655312312501
EDRY,15.59,100,1657828753037
BPT,16.29,84,1657828740031
AZBL,26.175,20,1657816647081
MNE,14.55,40,1592251196359
MAYS,40.87,1,1657130324638
RMED,0.3453,100,1657811154393
TPHE,24.84,136,1657563973202
CVS,92.81,200,1657828799840
CANE,9.335,100,1657820008516
HLTH,3.505,70,1657828797461
FLKR,19.79,100,1657816709141
KINZ,10.11,39,1657826132216
PFFR,19.6,1,1657728146877
JILL,16.96,2,1657828790196
LTRPB,14.7,99,1657815235051
XP,17.03,92,1657828799515
FTK,0.9321,100,1657827103665
EDN,4.23,100,1657654502520
FMAC,9.58,200,1648497567547
VSPRW,3.4,200,1620240331919
NFC,10.285,600,1576517602224
FAII+,2.74,100,1623866145477
EHT,9.83,100,1624650587674
BLUW,9.48,100,1631217564420
AWH,0.879,800,1657828443290
FLAG,9.93,100,1655823014905
SNH,8.435,1,1577825988428
EHI,7.215,200,1657741646201
DCUD,49.8,102,1565812794103
JPMF,20.86,100,1591635517137
BOH,71.7,48,1657828796215
BGFV,11.79,6,1657828794814
KDP,36.39,100,1657828798718
GNL-B,23.69,100,1657821891723
USWS,0.743,100,1657826890956
IREN,3.14,90,1657828794110
RFACU,10.0,50,1657200713625
RH,255.65,25,1657828799100
TWCTU,10.5,100,1630092871670
FDMT,8.98,9,1657828795059
DCRBU,11.15,117,1626463373266
WBX,8.22,1,1657828665245
ZINGU,9.94,24,1657828758129
RMGBU,9.23,89,1629748449872
MPACR,0.2997,100,1657827838414
IDN,2.4,100,1657733710201
RPLA+,1.3,200,1617306861740
PGRO,20.855,91,1653497268891
SDAC,9.82,400,1657828356513
UROV,16.235,800,1616788686381
HEES,26.63,4,1657828795398
RNN,5.21,100,1559936515299
IHS,8.62,84,1657828786450
WHD,35.7,41,1657828787695
STWOU,8.4,8,1633711857737
NHI,60.05,53,1657828795782
MUFG,5.135,100,1657828690921
GSAQ,9.99,21400,1657723022465
IWF,222.28,66,1657828765223
AMU,8.33,100,1605639476339
VXRT,4.215,11,1657828799472
GCLN,37.17,4,1656602183409
NMTR,0.2414,100,1657828233353
JUGGU,9.78,100,1656424546736
KDMN,9.495,200,1636405194009
ROCAR,0.19,200,1657206323740
VOR,5.22,32,1657828581003
RWCD,77.09,11,1597338197987
ACHR+,0.5019,200,1657042386846
GOGN+,0.2,800,1656693495478
UIHC,1.38,5,1657828784991
XLY,142.51,1,1657828797579
LEGOU,13.85,100,1631112391340
SHEL#,51.255,100,1643662607695
XVOL,17.79,100,1656703509549
DECA,9.95,100,1656000316261
MBSC=,10.01,100,1657734313003
IART,51.52,1,1657828796785
AAC+,0.2178,200,1657727306395
YMAR,17.63,132,1657828014656
ESIO,29.99,100,1549054770246
SCOAW,0.11,100,1657298279490
OTRAW,0.3701,1000,1652988695321
FFHL,4.94,2,1657634982149
FLSA,40.46,1,1653664087224
SYX,34.06,10,1624046715653
TRDA,10.68,3,1657828752617
AFGH,25.37,13,1605028437386
IBTX,66.04,13,1657828798168
MKFG,1.89,100,1657828798725
GLAQ,9.5,96,1654631575520
AAIN,23.62,100,1656432644708
CPAR,9.76,100,1657642923616
PEB-F,21.07,33,1657828768748
HPQ,31.19,2,1657828799349
JAN,2.77,200,1657811972066
RWSL,44.52,100,1592847919277
SGH,17.12,100,1657828798043
TBKCP,24.85,100,1657805978350
DSTL,38.72,100,1657828736445
STVN,14.84,25,1657828779605
WTM,1231.6,4,1657828795146
MGEE,76.68,100,1657828799469
BTBDW,0.41,10,1657550359605
AMS,2.35,100,1657828300548
CHEK,0.3243,100,1657826325285
ASLN,0.5147,100,1657822768335
DTYL,97.5,2,1589915667082
SNGXW,0.03,100,1638297739922
TK,2.595,5,1657828796775
APWC,1.23,100,1657222540853
BNDX,50.045,200,1657828785945
PUB,22.63,37,1593546950633
DSJA,24.33,29,1657304807813
RDFI,23.49,6,1657805564279
PPLT,78.21,86,1657828517102
UPL,0.1336,1000,1565207993001
THW,14.77,100,1657828020467
FICS,28.54,100,1657298015317
AHT-D,21.09,51,1657551362985
ZHOK,72.23,69,1615492447381
BFAM,82.86,17,1657828798082
MDWD,1.78,100,1657741800532
SUSB,24.055,90,1657828766062
AEF,5.26,100,1657823466957
SHCAW,0.12,100,1655134650009
FRBK,3.37,66,1657828785703
EBIZ,16.83,100,1657729787910
HIMS,5.54,25,1657830643092
BUL,33.54,5,1657739106134
COGT,11.3,100,1657828799427
PRE-H,25.325,20,1619812200773
ORPN,10.72,100,1553003263409
INVO,0.985,10,1657828792312
PCG-I,24.48,2,1650897227278
FST,10.17,100,1657827366692
PLC,28.35,4,1603395206347
ENVB,0.1711,100,1657828402669
JJS,65.64,24,1655127677855
FLME+,0.2116,100,1657307639452
F,11.39,1,1657828798374
EDIT,15.07,1,1657828796673
OSH,22.24,1,1657828796765
EFT,11.62,100,1657817338278
FJNK,25.55,1,1622731830252
RVSNW,0.18,100,1653681563487
GFN,19.005,100,1621972777306
AGFY,1.57,99,1657828772816
TLS,7.27,98,1657828798012
FRC,151.06,21,1657828798030
WSTL,0.715,100,1602878224207
FTSV,95.5,100,1586203168482
PBBI,15.25,100,1588274777376
XTLB,1.55,100,1657736764933
ATMR,10.47,100,1640293171578
INBX,16.99,50,1657828798051
SONDW,0.16,500,1657640217416
MRTN,17.13,20,1657828795054
GEGGL,23.54,100,1657732491458
APAC,9.98,4,1657826100008
NUO,12.88,2,1657742267387
DGX,133.16,200,1657828795964
CIK,2.73,98,1657828788388
IPIC,0.7625,100,1565710572852
BTZ,10.92,60,1657828731857
CDE,2.755,38,1657828796015
BTYS,40.26,1,1591818810025
NSTD+,0.1,100,1657825511231
CVCO,219.67,24,1657828794814
GXO,38.11,5,1657829256860
DFAS,47.65,100,1657828541635
JPUS,91.82,106,1657655986763
FHLTW,0.255,10,1657137578446
CRSAW,1.635,100,1624294152085
RNLC,28.56,100,1657729532453
IDR,6.94,100,1657828241219
QTT,1.16,6,1657826764663
IVOV,143.79,24,1657828791119
VICL,0.6732,400,1567194871557
MBTF,9.825,2,1567195194038
INSY,0.3,94,1560887891470
MFIN,5.85,3,1657828494706
MORF,23.83,10,1657828797231
ABGI,9.8,5000,1657651298627
BKEM,53.71,3,1657828798040
GBR,1.46,100,1657827603040
OTIS,69.0,33,1657828795302
IJUL,22.3,100,1657827543808
VRTSP,100.99,49,1580762958373
VIACP,52.57,100,1645042684931
KPRX,0.2738,303,1657828792479
ALYA,2.15,100,1657827407080
IRWD,11.875,43,1657828796607
NCNA,1.04,300,1657828638004
WTW,193.26,20,1657828799074
TSAT,11.545,100,1657828796894
ROAN,1.515,88,1575579598145
DRAYU,9.9,70,1657565698438
DSEY,6.21,144,1657828798031
HCFT-A*,25.04,120,1548953578483
NCACW,0.08,100,1657730798931
CBLK,25.99,68,1570478369668
AYRO,0.95,100,1657827968665
LSXMA,35.95,16,1657828798646
UTX#,50.02,100,1585857554419
AIRG,8.73,100,1657828769962
TRCO,46.66,18,1568836796297
RUBI,6.665,200,1593547198023
EFNL,33.68,20,1657132976660
SUB,104.875,110,1657828685337
THTX,2.2,100,1657827724165
CWBC,13.72,20,1657564800515
IAT,48.02,100,1657824199303
NLR,52.175,118,1657818304905
HOOD,8.235,1,1657828798346
IPE,57.075,40,1569008094396
MPLN+,1.3,100,1657201077453
CREG,3.12,100,1657721125867
FLXS,18.325,22,1657816082488
KROS,29.74,1,1657828796795
REXR-C,24.39,65,1657211339203
VTRSV,15.84,12,1605560353078
UCTT,30.42,5,1657828795789
VCVC,9.87,100,1626983794407
IZEA,0.9466,100,1657828739896
BITA,15.91,400,1604523574835
CANF,0.8328,100,1657820455096
FSV,125.16,100,1657828772997
DRSK,26.36,54,1657655956005
HTOO,6.96,48,1657828680703
MNM,22.79,5,1657822127018
NUVA,48.28,41,1657828795991
APTV-A,104.27,74,1657828796040
HDV,98.795,100,1657828774949
ENTFU,10.04,1000,1657813595570
DL,9.755,100,1615996036291
SVAC,9.62,100,1627586532999
FEDM,41.38,95,1656086901250
IHE,189.705,140,1657824455595
CLBT,5.24,1,1657825495999
CAN,3.8,400,1657828791191
MPAC,10.17,200,1655828552589
PSDN,2.69,100,1657815653632
PFTAW,0.145,100,1655406141947
IMLP,14.68,200,1652126113251
SOVO,14.01,1,1657828795857
SWAR,9.81,100,1657820867698
DCRDU,10.01,100,1657119153619
LMST,18.775,2,1657742338790
DT,35.44,1,1657828799319
ALLY-A,25.26,62,1634155197323
BOCT,30.77,108,1657131240157
VOD,15.155,100,1657828799116
SCHX,44.705,570,1657828744977
DNAB,9.735,100,1657742397318
FCRZ,25.32,100,1623691306839
LIVBW,0.12,100,1656007638321
FLAG+,0.0645,1500,1657739659567
AAIC-B,21.61,100,1657636698205
CHEKZ,0.06,100,1656611199709
JACK,60.65,96,1657828797238
LIVB,9.9,100,1654008320216
EDEN,84.14,100,1657821874091
BOMN,25.31,1,1645219573526
SONA,15.02,4,1617134392239
VEEE,2.62,100,1657824417122
FVE,2.93,2,1643317066630
GIFI,3.22,100,1657823758720
AMTX,5.03,33,1657828799865
GKOS,49.08,100,1657828799233
IACB,7.87,14,1638305956032
FHYS,21.8,129,1656518708452
PRH,25.02,100,1600796923950
REPL,20.25,196,1657828797612
FLT,205.54,25,1657828794111
USB-O,25.0,7,1610478893443
CLAQR,0.24,100,1646857214540
AJG,162.75,33,1657828787960
NPK,64.94,26,1657828770656
IRNT,2.455,100,1657828796195
AXAC^,0.0998,3700,1657290950351
VZLA,1.04,100,1657735877324
